Survey Years,Sex,Age Group,Race and Hispanic Origin,Nutrient,Mean,Standard Error,Lower 95% CI Limit,Upper 95% CI Limit,Note1,Note2,Notea,Noteb
2005-2006,All,2-19,Non-Hispanic White,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,2-19,Non-Hispanic Black,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,2-19,Non-Hispanic Asian,Vitamin D,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,Data for vitamin D intake are only available from 2007-2008 onward.,*,†
2005-2006,All,2-19,Hispanic,Vitamin D,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,Data for vitamin D intake are only available from 2007-2008 onward.,*,†
2005-2006,All,2-19,Mexican American,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,2-5,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,6-11,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,12-19,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,20 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,20 and over,Non-Hispanic White,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,20 and over,Non-Hispanic Black,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,20 and over,Non-Hispanic Asian,Vitamin D,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,Data for vitamin D intake are only available from 2007-2008 onward.,*,†
2005-2006,All,20 and over,Hispanic,Vitamin D,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,Data for vitamin D intake are only available from 2007-2008 onward.,*,†
2005-2006,All,20 and over,Mexican American,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,20-29,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,30-39,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,40-49,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,50-59,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,60-69,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,All,70 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Female,2-19,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Female,2-5,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Female,6-11,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Female,12-19,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Female,20 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Female,20-29,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Female,30-39,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Female,40-49,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Female,50-59,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Female,60-69,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Female,70 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Male,2-19,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Male,2-5,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Male,6-11,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Male,12-19,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Male,20 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Male,20-29,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Male,30-39,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Male,40-49,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Male,50-59,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Male,60-69,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2005-2006,Male,70 and over,All,Vitamin D,,,,,,Data for vitamin D intake are only available from 2007-2008 onward.,,†
2007-2008,All,2-19,All,Calcium,"1,026.7",33.0,"1,091.9",961.6,,,,
2007-2008,All,2-19,Non-Hispanic White,Calcium,"1,110.4",51.0,"1,211.3","1,009.6",,,,
2007-2008,All,2-19,Non-Hispanic Black,Calcium,798.0,40.4,877.8,718.2,,,,
2007-2008,All,2-19,Non-Hispanic Asian,Calcium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2007-2008,All,2-19,Hispanic,Calcium,967.6,36.8,"1,040.3",894.9,,,,
2007-2008,All,2-19,Mexican American,Calcium,962.0,56.4,"1,073.4",850.5,,,,
2007-2008,All,2-5,All,Calcium,984.9,34.2,917.4,"1,052.5",,,,
2007-2008,All,6-11,All,Calcium,956.0,30.1,896.6,"1,015.4",,,,
2007-2008,All,12-19,All,Calcium,"1,026.7",33.0,961.6,"1,091.9",,,,
2007-2008,All,20 and over,All,Calcium,929.2,22.7,974.2,884.3,,,,
2007-2008,All,20 and over,Non-Hispanic White,Calcium,967.6,28.1,"1,023.1",912.2,,,,
2007-2008,All,20 and over,Non-Hispanic Black,Calcium,788.0,32.2,851.6,724.4,,,,
2007-2008,All,20 and over,Non-Hispanic Asian,Calcium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2007-2008,All,20 and over,Hispanic,Calcium,913.6,20.8,954.6,872.6,,,,
2007-2008,All,20 and over,Mexican American,Calcium,913.3,27.4,967.3,859.2,,,,
2007-2008,All,20-29,All,Calcium,"1,003.4",33.4,937.3,"1,069.5",,,,
2007-2008,All,30-39,All,Calcium,962.5,25.4,912.4,"1,012.5",,,,
2007-2008,All,40-49,All,Calcium,959.6,47.1,866.6,"1,052.5",,,,
2007-2008,All,50-59,All,Calcium,930.3,31.7,867.7,992.9,,,,
2007-2008,All,60-69,All,Calcium,847.9,29.8,789.0,906.7,,,,
2007-2008,All,70 and over,All,Calcium,781.9,20.7,741.1,822.8,,,,
2007-2008,Female,2-19,All,Calcium,877.8,40.8,958.5,797.1,,,,
2007-2008,Female,2-5,All,Calcium,957.4,44.6,869.3,"1,045.4",,,,
2007-2008,Female,6-11,All,Calcium,884.8,24.8,835.8,933.7,,,,
2007-2008,Female,12-19,All,Calcium,877.8,40.8,797.1,958.5,,,,
2007-2008,Female,20 and over,All,Calcium,832.8,24.3,880.7,784.9,,,,
2007-2008,Female,20-29,All,Calcium,869.3,36.5,797.1,941.5,,,,
2007-2008,Female,30-39,All,Calcium,850.5,36.3,778.8,922.1,,,,
2007-2008,Female,40-49,All,Calcium,837.6,46.4,746.0,929.1,,,,
2007-2008,Female,50-59,All,Calcium,865.1,46.4,773.4,956.7,,,,
2007-2008,Female,60-69,All,Calcium,786.1,38.5,710.2,862.1,,,,
2007-2008,Female,70 and over,All,Calcium,743.5,18.8,706.3,780.6,,,,
2007-2008,Male,2-19,All,Calcium,"1,173.2",52.8,"1,277.6","1,068.9",,,,
2007-2008,Male,2-5,All,Calcium,"1,008.7",38.2,933.2,"1,084.3",,,,
2007-2008,Male,6-11,All,Calcium,"1,033.7",55.0,925.1,"1,142.3",,,,
2007-2008,Male,12-19,All,Calcium,"1,173.2",52.8,"1,068.9","1,277.6",,,,
2007-2008,Male,20 and over,All,Calcium,"1,037.6",24.2,"1,085.3",989.8,,,,
2007-2008,Male,20-29,All,Calcium,"1,150.2",52.7,"1,046.0","1,254.4",,,,
2007-2008,Male,30-39,All,Calcium,"1,076.8",36.7,"1,004.3","1,149.3",,,,
2007-2008,Male,40-49,All,Calcium,"1,092.8",58.9,976.4,"1,209.2",,,,
2007-2008,Male,50-59,All,Calcium,"1,004.9",42.7,920.5,"1,089.3",,,,
2007-2008,Male,60-69,All,Calcium,915.6,27.7,860.8,970.4,,,,
2007-2008,Male,70 and over,All,Calcium,836.8,31.0,775.6,897.9,,,,
2007-2008,All,2-19,All,Dietary Fiber,14.1,0.5,15.1,13.0,,,,
2007-2008,All,2-19,Non-Hispanic White,Dietary Fiber,14.6,0.7,16.0,13.2,,,,
2007-2008,All,2-19,Non-Hispanic Black,Dietary Fiber,11.8,0.6,13.0,10.6,,,,
2007-2008,All,2-19,Non-Hispanic Asian,Dietary Fiber,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2007-2008,All,2-19,Hispanic,Dietary Fiber,14.5,0.9,16.2,12.8,,,,
2007-2008,All,2-19,Mexican American,Dietary Fiber,15.3,1.3,17.9,12.8,,,,
2007-2008,All,2-5,All,Dietary Fiber,10.9,0.3,10.3,11.6,,,,
2007-2008,All,6-11,All,Dietary Fiber,12.9,0.3,12.3,13.4,,,,
2007-2008,All,12-19,All,Dietary Fiber,14.1,0.5,13.0,15.1,,,,
2007-2008,All,20 and over,All,Dietary Fiber,15.9,0.5,16.9,14.9,,,,
2007-2008,All,20 and over,Non-Hispanic White,Dietary Fiber,16.1,0.7,17.5,14.7,,,,
2007-2008,All,20 and over,Non-Hispanic Black,Dietary Fiber,13.1,0.3,13.7,12.5,,,,
2007-2008,All,20 and over,Non-Hispanic Asian,Dietary Fiber,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2007-2008,All,20 and over,Hispanic,Dietary Fiber,17.3,0.4,18.1,16.4,,,,
2007-2008,All,20 and over,Mexican American,Dietary Fiber,17.7,0.5,18.7,16.7,,,,
2007-2008,All,20-29,All,Dietary Fiber,15.0,0.5,14.0,16.1,,,,
2007-2008,All,30-39,All,Dietary Fiber,16.2,0.8,14.7,17.7,,,,
2007-2008,All,40-49,All,Dietary Fiber,15.8,0.7,14.5,17.1,,,,
2007-2008,All,50-59,All,Dietary Fiber,16.9,0.9,15.2,18.6,,,,
2007-2008,All,60-69,All,Dietary Fiber,16.1,0.5,15.0,17.1,,,,
2007-2008,All,70 and over,All,Dietary Fiber,15.3,0.5,14.4,16.3,,,,
2007-2008,Female,2-19,All,Dietary Fiber,13.3,0.8,14.9,11.6,,,,
2007-2008,Female,2-5,All,Dietary Fiber,10.6,0.4,9.7,11.4,,,,
2007-2008,Female,6-11,All,Dietary Fiber,12.0,0.4,11.3,12.8,,,,
2007-2008,Female,12-19,All,Dietary Fiber,13.3,0.8,11.6,14.9,,,,
2007-2008,Female,20 and over,All,Dietary Fiber,14.3,0.5,15.2,13.3,,,,
2007-2008,Female,20-29,All,Dietary Fiber,13.3,0.7,11.8,14.7,,,,
2007-2008,Female,30-39,All,Dietary Fiber,13.8,0.7,12.5,15.0,,,,
2007-2008,Female,40-49,All,Dietary Fiber,14.1,0.7,12.8,15.5,,,,
2007-2008,Female,50-59,All,Dietary Fiber,15.6,0.9,13.8,17.3,,,,
2007-2008,Female,60-69,All,Dietary Fiber,14.9,0.6,13.7,16.1,,,,
2007-2008,Female,70 and over,All,Dietary Fiber,14.1,0.3,13.5,14.8,,,,
2007-2008,Male,2-19,All,Dietary Fiber,14.9,0.6,16.1,13.6,,,,
2007-2008,Male,2-5,All,Dietary Fiber,11.3,0.3,10.6,12.0,,,,
2007-2008,Male,6-11,All,Dietary Fiber,13.7,0.4,13.0,14.5,,,,
2007-2008,Male,12-19,All,Dietary Fiber,14.9,0.6,13.6,16.1,,,,
2007-2008,Male,20 and over,All,Dietary Fiber,17.7,0.6,18.9,16.5,,,,
2007-2008,Male,20-29,All,Dietary Fiber,16.9,0.7,15.5,18.3,,,,
2007-2008,Male,30-39,All,Dietary Fiber,18.7,1.0,16.7,20.7,,,,
2007-2008,Male,40-49,All,Dietary Fiber,17.6,0.9,15.9,19.3,,,,
2007-2008,Male,50-59,All,Dietary Fiber,18.4,1.1,16.3,20.5,,,,
2007-2008,Male,60-69,All,Dietary Fiber,17.4,0.6,16.1,18.6,,,,
2007-2008,Male,70 and over,All,Dietary Fiber,17.0,0.7,15.6,18.5,,,,
2007-2008,All,2-19,All,Iron,15.2,0.3,15.8,14.6,,,,
2007-2008,All,2-19,Non-Hispanic White,Iron,15.8,0.5,16.8,14.8,,,,
2007-2008,All,2-19,Non-Hispanic Black,Iron,13.3,0.7,14.7,11.9,,,,
2007-2008,All,2-19,Non-Hispanic Asian,Iron,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2007-2008,All,2-19,Hispanic,Iron,15.1,0.5,16.0,14.2,,,,
2007-2008,All,2-19,Mexican American,Iron,15.4,0.5,16.5,14.3,,,,
2007-2008,All,2-5,All,Iron,11.0,0.4,10.2,11.8,,,,
2007-2008,All,6-11,All,Iron,13.5,0.3,12.9,14.0,,,,
2007-2008,All,12-19,All,Iron,15.2,0.3,14.6,15.8,,,,
2007-2008,All,20 and over,All,Iron,15.1,0.3,15.8,14.5,,,,
2007-2008,All,20 and over,Non-Hispanic White,Iron,15.4,0.4,16.2,14.6,,,,
2007-2008,All,20 and over,Non-Hispanic Black,Iron,13.9,0.3,14.6,13.2,,,,
2007-2008,All,20 and over,Non-Hispanic Asian,Iron,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2007-2008,All,20 and over,Hispanic,Iron,14.9,0.3,15.5,14.3,,,,
2007-2008,All,20 and over,Mexican American,Iron,14.7,0.3,15.3,14.1,,,,
2007-2008,All,20-29,All,Iron,15.3,0.4,14.4,16.1,,,,
2007-2008,All,30-39,All,Iron,15.3,0.4,14.6,16.0,,,,
2007-2008,All,40-49,All,Iron,15.6,0.7,14.2,17.1,,,,
2007-2008,All,50-59,All,Iron,15.3,0.5,14.4,16.1,,,,
2007-2008,All,60-69,All,Iron,14.7,0.4,13.9,15.6,,,,
2007-2008,All,70 and over,All,Iron,13.8,0.4,13.0,14.7,,,,
2007-2008,Female,2-19,All,Iron,13.8,0.8,15.4,12.2,,,,
2007-2008,Female,2-5,All,Iron,10.2,0.5,9.3,11.1,,,,
2007-2008,Female,6-11,All,Iron,12.7,0.5,11.7,13.7,,,,
2007-2008,Female,12-19,All,Iron,13.8,0.8,12.2,15.4,,,,
2007-2008,Female,20 and over,All,Iron,13.0,0.3,13.6,12.4,,,,
2007-2008,Female,20-29,All,Iron,12.6,0.4,11.8,13.5,,,,
2007-2008,Female,30-39,All,Iron,13.1,0.4,12.4,13.8,,,,
2007-2008,Female,40-49,All,Iron,13.4,0.9,11.6,15.2,,,,
2007-2008,Female,50-59,All,Iron,13.2,0.5,12.1,14.2,,,,
2007-2008,Female,60-69,All,Iron,12.9,0.5,11.9,13.9,,,,
2007-2008,Female,70 and over,All,Iron,12.6,0.3,11.9,13.3,,,,
2007-2008,Male,2-19,All,Iron,16.6,0.4,17.4,15.8,,,,
2007-2008,Male,2-5,All,Iron,11.6,0.5,10.7,12.5,,,,
2007-2008,Male,6-11,All,Iron,14.4,0.5,13.4,15.3,,,,
2007-2008,Male,12-19,All,Iron,16.6,0.4,15.8,17.4,,,,
2007-2008,Male,20 and over,All,Iron,17.5,0.4,18.3,16.6,,,,
2007-2008,Male,20-29,All,Iron,18.2,0.7,16.7,19.6,,,,
2007-2008,Male,30-39,All,Iron,17.6,0.7,16.2,18.9,,,,
2007-2008,Male,40-49,All,Iron,18.0,1.0,16.1,19.9,,,,
2007-2008,Male,50-59,All,Iron,17.6,0.7,16.4,18.9,,,,
2007-2008,Male,60-69,All,Iron,16.8,0.6,15.5,18.0,,,,
2007-2008,Male,70 and over,All,Iron,15.6,0.6,14.4,16.7,,,,
2007-2008,All,2-19,All,Potassium,"2,138.5",39.5,"2,216.4","2,060.5",,,,
2007-2008,All,2-19,Non-Hispanic White,Potassium,"2,404.4",98.9,"2,599.8","2,208.9",,,,
2007-2008,All,2-19,Non-Hispanic Black,Potassium,"1,898.5",63.4,"2,023.8","1,773.2",,,,
2007-2008,All,2-19,Non-Hispanic Asian,Potassium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2007-2008,All,2-19,Hispanic,Potassium,"2,207.6",112.2,"2,429.2","1,986.1",,,,
2007-2008,All,2-19,Mexican American,Potassium,"2,223.1",173.1,"2,565.0","1,881.2",,,,
2007-2008,All,2-5,All,Potassium,"1,983.7",37.3,"1,909.9","2,057.5",,,,
2007-2008,All,6-11,All,Potassium,"2,052.8",37.7,"1,978.3","2,127.3",,,,
2007-2008,All,12-19,All,Potassium,"2,274.7",66.1,"2,144.1","2,405.3",,,,
2007-2008,All,20 and over,All,Potassium,"2,636.6",49.7,"2,734.9","2,538.4",,,,
2007-2008,All,20 and over,Non-Hispanic White,Potassium,"2,719.8",64.8,"2,847.8","2,591.7",,,,
2007-2008,All,20 and over,Non-Hispanic Black,Potassium,"2,218.7",59.7,"2,336.6","2,100.9",,,,
2007-2008,All,20 and over,Non-Hispanic Asian,Potassium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2007-2008,All,20 and over,Hispanic,Potassium,"2,596.0",53.1,"2,700.8","2,491.2",,,,
2007-2008,All,20 and over,Mexican American,Potassium,"2,579.7",73.0,"2,723.9","2,435.4",,,,
2007-2008,All,20-29,All,Potassium,"2,497.2",74.7,"2,349.7","2,644.7",,,,
2007-2008,All,30-39,All,Potassium,"2,650.8",69.2,"2,514.2","2,787.5",,,,
2007-2008,All,40-49,All,Potassium,"2,711.4",75.3,"2,562.7","2,860.1",,,,
2007-2008,All,50-59,All,Potassium,"2,840.1",74.8,"2,692.3","2,987.9",,,,
2007-2008,All,60-69,All,Potassium,"2,622.4",68.4,"2,487.4","2,757.5",,,,
2007-2008,All,70 and over,All,Potassium,"2,411.5",55.5,"2,301.8","2,521.2",,,,
2007-2008,Female,2-19,All,Potassium,"1,940.7",39.3,"2,018.3","1,863.1",,,,
2007-2008,Female,2-5,All,Potassium,"1,896.4",49.8,"1,798.0","1,994.8",,,,
2007-2008,Female,6-11,All,Potassium,"1,945.6",53.7,"1,839.5","2,051.6",,,,
2007-2008,Female,12-19,All,Potassium,"1,957.2",54.2,"1,850.1","2,064.4",,,,
2007-2008,Female,20 and over,All,Potassium,"2,289.9",49.6,"2,387.8","2,191.9",,,,
2007-2008,Female,20-29,All,Potassium,"2,094.2",67.5,"1,960.8","2,227.6",,,,
2007-2008,Female,30-39,All,Potassium,"2,230.4",74.1,"2,084.1","2,376.7",,,,
2007-2008,Female,40-49,All,Potassium,"2,298.7",97.4,"2,106.3","2,491.2",,,,
2007-2008,Female,50-59,All,Potassium,"2,552.2",101.0,"2,352.7","2,751.7",,,,
2007-2008,Female,60-69,All,Potassium,"2,378.1",79.6,"2,220.9","2,535.2",,,,
2007-2008,Female,70 and over,All,Potassium,"2,189.4",40.4,"2,109.6","2,269.2",,,,
2007-2008,Male,2-19,All,Potassium,"2,333.8",51.8,"2,436.1","2,231.5",,,,
2007-2008,Male,2-5,All,Potassium,"2,059.0",48.1,"1,964.1","2,154.0",,,,
2007-2008,Male,6-11,All,Potassium,"2,169.7",56.8,"2,057.5","2,281.8",,,,
2007-2008,Male,12-19,All,Potassium,"2,586.9",108.4,"2,372.8","2,801.0",,,,
2007-2008,Male,20 and over,All,Potassium,"3,026.0",50.4,"3,125.6","2,926.5",,,,
2007-2008,Male,20-29,All,Potassium,"2,938.5",117.3,"2,706.8","3,170.2",,,,
2007-2008,Male,30-39,All,Potassium,"3,080.0",96.4,"2,889.5","3,270.5",,,,
2007-2008,Male,40-49,All,Potassium,"3,162.0",77.6,"3,008.6","3,315.3",,,,
2007-2008,Male,50-59,All,Potassium,"3,169.2",78.6,"3,014.0","3,324.5",,,,
2007-2008,Male,60-69,All,Potassium,"2,890.8",78.2,"2,736.4","3,045.1",,,,
2007-2008,Male,70 and over,All,Potassium,"2,727.8",89.7,"2,550.6","2,905.0",,,,
2007-2008,All,2-19,All,Saturated Fat,27.7,0.6,26.4,28.9,,,,
2007-2008,All,2-19,Non-Hispanic White,Saturated Fat,29.1,1.0,27.1,31.1,,,,
2007-2008,All,2-19,Non-Hispanic Black,Saturated Fat,24.9,1.0,22.8,26.9,,,,
2007-2008,All,2-19,Non-Hispanic Asian,Saturated Fat,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2007-2008,All,2-19,Hispanic,Saturated Fat,26.4,0.9,24.6,28.2,,,,
2007-2008,All,2-19,Mexican American,Saturated Fat,25.9,1.1,23.7,28.0,,,,
2007-2008,All,2-5,All,Saturated Fat,20.4,0.6,19.3,21.5,,,,
2007-2008,All,6-11,All,Saturated Fat,25.4,0.6,24.2,26.6,,,,
2007-2008,All,12-19,All,Saturated Fat,27.7,0.6,26.4,28.9,,,,
2007-2008,All,20 and over,All,Saturated Fat,26.7,0.5,25.6,27.8,,,,
2007-2008,All,20 and over,Non-Hispanic White,Saturated Fat,27.7,0.5,26.7,28.8,,,,
2007-2008,All,20 and over,Non-Hispanic Black,Saturated Fat,25.9,1.2,23.6,28.3,,,,
2007-2008,All,20 and over,Non-Hispanic Asian,Saturated Fat,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2007-2008,All,20 and over,Hispanic,Saturated Fat,24.3,0.5,23.2,25.4,,,,
2007-2008,All,20 and over,Mexican American,Saturated Fat,25.0,0.8,23.6,26.5,,,,
2007-2008,All,20-29,All,Saturated Fat,27.4,1.0,25.3,29.4,,,,
2007-2008,All,30-39,All,Saturated Fat,28.6,0.9,26.7,30.4,,,,
2007-2008,All,40-49,All,Saturated Fat,29.4,1.1,27.3,31.5,,,,
2007-2008,All,50-59,All,Saturated Fat,27.3,0.8,25.8,28.9,,,,
2007-2008,All,60-69,All,Saturated Fat,23.7,1.0,21.8,25.7,,,,
2007-2008,All,70 and over,All,Saturated Fat,20.1,0.6,18.9,21.3,,,,
2007-2008,Female,2-19,All,Saturated Fat,23.6,1.0,21.7,25.5,,,,
2007-2008,Female,2-5,All,Saturated Fat,20.0,0.8,18.5,21.6,,,,
2007-2008,Female,6-11,All,Saturated Fat,24.0,0.7,22.6,25.4,,,,
2007-2008,Female,12-19,All,Saturated Fat,23.6,1.0,21.7,25.5,,,,
2007-2008,Female,20 and over,All,Saturated Fat,22.3,0.5,21.4,23.2,,,,
2007-2008,Female,20-29,All,Saturated Fat,22.5,0.9,20.7,24.4,,,,
2007-2008,Female,30-39,All,Saturated Fat,23.6,1.2,21.4,25.9,,,,
2007-2008,Female,40-49,All,Saturated Fat,24.1,1.0,22.1,26.0,,,,
2007-2008,Female,50-59,All,Saturated Fat,22.9,0.8,21.3,24.6,,,,
2007-2008,Female,60-69,All,Saturated Fat,20.6,1.0,18.7,22.6,,,,
2007-2008,Female,70 and over,All,Saturated Fat,18.2,0.5,17.3,19.1,,,,
2007-2008,Male,2-19,All,Saturated Fat,31.6,1.0,29.6,33.7,,,,
2007-2008,Male,2-5,All,Saturated Fat,20.8,0.6,19.6,22.0,,,,
2007-2008,Male,6-11,All,Saturated Fat,26.9,1.2,24.5,29.3,,,,
2007-2008,Male,12-19,All,Saturated Fat,31.6,1.0,29.6,33.7,,,,
2007-2008,Male,20 and over,All,Saturated Fat,31.6,0.7,30.3,32.9,,,,
2007-2008,Male,20-29,All,Saturated Fat,32.6,1.4,29.8,35.4,,,,
2007-2008,Male,30-39,All,Saturated Fat,33.6,1.3,31.1,36.1,,,,
2007-2008,Male,40-49,All,Saturated Fat,35.2,1.5,32.2,38.2,,,,
2007-2008,Male,50-59,All,Saturated Fat,32.4,1.1,30.1,34.6,,,,
2007-2008,Male,60-69,All,Saturated Fat,27.1,1.1,25.0,29.2,,,,
2007-2008,Male,70 and over,All,Saturated Fat,22.8,1.0,20.8,24.9,,,,
2007-2008,All,2-19,All,Sodium,"3,505.5",100.9,"3,306.2","3,704.8",,,,
2007-2008,All,2-19,Non-Hispanic White,Sodium,"3,704.6",151.5,"3,405.3","4,004.0",,,,
2007-2008,All,2-19,Non-Hispanic Black,Sodium,"3,153.5",101.6,"2,952.9","3,354.2",,,,
2007-2008,All,2-19,Non-Hispanic Asian,Sodium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2007-2008,All,2-19,Hispanic,Sodium,"3,238.9",84.3,"3,072.3","3,405.4",,,,
2007-2008,All,2-19,Mexican American,Sodium,"3,246.6",106.2,"3,036.9","3,456.3",,,,
2007-2008,All,2-5,All,Sodium,"2,230.2",45.1,"2,141.1","2,319.2",,,,
2007-2008,All,6-11,All,Sodium,"2,932.9",71.4,"2,791.8","3,074.0",,,,
2007-2008,All,12-19,All,Sodium,"3,505.5",100.9,"3,306.2","3,704.8",,,,
2007-2008,All,20 and over,All,Sodium,"3,429.7",57.7,"3,315.8","3,543.6",,,,
2007-2008,All,20 and over,Non-Hispanic White,Sodium,"3,478.3",67.3,"3,345.4","3,611.2",,,,
2007-2008,All,20 and over,Non-Hispanic Black,Sodium,"3,270.4",92.0,"3,088.6","3,452.2",,,,
2007-2008,All,20 and over,Non-Hispanic Asian,Sodium,,,,,Data are only available for Non-Hispanic Asian persons from 2011-2012 onward and for Hispanic persons from 2007-2008 onward.,,*,
2007-2008,All,20 and over,Hispanic,Sodium,"3,268.7",47.1,"3,175.7","3,361.7",,,,
